text,intent
네 방문할까해서요 시간좀 알려주세요,질문
어 고객님 그 휴대폰 번호 다시 한번만 불러주세요,질문
온라인 신청 가능한 사이트가 어떻게 되나요,질문
그러시군요 어느 지역의 어떤 비행기신가요,질문
따로 문 닫는 날이 있나요 아무때나 가도 되는 건가요,질문
확인 후 안내드리겠습니다,질문
예 그래서 동글이를 사야한다고요,질문
네 객실 테라스에서 숯불 이용 가능한가요,질문
혹시 다른 문의는 없으신가요,질문
소속 건설과 소하천관리팀 전번으로 문의해주세요,질문
네 그럼 퇴회 처리 도와드리면 될까요,질문
메모전달은 안 해도 괜찮으실까요,질문
신용카드로 결제하셨나요 현금이나 상품권으로 구매 하셨나요,질문
소속 사이트가 있던데 소속이랑 다른 건 가요,질문
쿠폰 사용 기간 내에 쿠폰 등록 해주신 거 맞으실까요,질문
또 다른 서비스에 대한 문의가 있으시면 URL을 방문하셔서 확인 바랍니다,질문
객실 내 비치되어 있는 비품은 어떤 것들이 있나요,질문
선물하기 주문을 하고나서 취소가 따로 가능한가요,질문
수고 많으십니다 제가 질문사항이 있어서 전화드렸어요,질문
네 이월 이일 괜찮으실까요,질문
네 선생님 주소 맞으십니까,질문
혹시 픽업 차량은 어떻게 되나요,질문
이게 발송이 언제쯤 되나요,질문
맞습니다 시청에 참고해주세요 다른 문의사항 있으신가요,질문
한꺼번에 들을 수 있는 강의는 없나요,질문
아 감사합니다 근데 학생들이 체험할 수 있는 활동이 어떤게 있을까요,질문
서비스 만족도 조사를 위해서 성명 주소 전화번호 제공에 동의해 주시겠습니까,질문
업체 측에 확인 후 다시 연락드려도 될까요,질문
일단 고객님께서 본인 명의 휴대폰이 있으실까요,질문
그래요 제가 따로 전화 안 드려도 되는 거죠,질문
감사합니다 근데 중학교 입학 시 우선배정 받을 수 있는 혜택이 있나요,질문
혹시 소속에 픽업 서비스가 있나요,질문
그럼 다른 문의 사항 있으실까요,질문
네 이 번호로 보내주세요,질문
현재는 그렇습니다 다른 문의 사항 있으신가요,질문
네 노선 관련 건의십니까,질문
나의 강의실 클릭하시고 강의실 입장을 클릭해 주시고요,질문
금일 아마 수령 가능하실 것 같아서 조금만 더 양해 부탁드리도록 하겠습니다,질문
네 네 고객님 혹시 다른 문의 사항 있으신가요,질문
이름이요 이름 입니다 조회해 주세요,질문
고객님께서 편하신 대로 진행해 주세요,질문
수고하십니다 여기가 소속 고객센터 맞지요,질문
몇시 가능 하세요 성함이랑 연락처도 좀 부탁 드릴게요,질문
고객님 어떤 도움이 필요하실까요,질문
그거 말고 더 필요한 건 없어요,질문
네 고객님 맛보기 강의 이용하셔서 선택 부탁드립니다,질문
구입하신 지는 얼마나 되셨습니까,질문
네 어떤 부분 안내 필요하실까요,질문
강사 이력 추가 하면 되는 거예요 몇 개까지 입력할 수 있나요,질문
혹시 반품 수거 일이 언제 신가요,질문
네 고객님 그럼 더 도와드릴 일은 없을까요,질문
한시반이요 아 그게 제일 빠른거에요,질문
태양광 발전장치 관련된 담당 부서가 어디인가요,질문
피씨보시면서 하실 수 있도록 문자로 안내 드려도 될까요,질문
마지막은 프라이빗 상품이던가요,질문
고객님 어떤 색상으로 변경 원하세요,질문
성함이랑 연락처 말씀 부탁드립니다,질문
그건 왜 안되는 건데요,질문
안전평가의 개념이 궁금합니다,질문
네 좀 더 자세히 말씀 부탁드립니다,질문
그럼 사회복무요원은 출근을 해야 하나요,질문
삼십 이번 국도 도로 좀 여쭤봐도 됩니까,질문
인원은 두 명이고요 메뉴는 둘 다 기타 정식으로 부탁해요,질문
통합 검색란에 새소식으로 검색 부탁드립니다,질문
아 그러면 혹시 앱의 사용 기한이 있나요,질문
네 고객님 말씀 주세요,질문
대표 메뉴로 어떤 것이 있나요,질문
초등학교가 인접해 있어 과속단속카메라 설치를 요청하시는 부분이시죠,질문
어떤 문의로 연락주셨습니까,질문
그러면 아예 배속 재생을 못하는 건가요,질문
헛걸음 할 뻔 했네요 그럼 24일 금요일은 영업하지요,질문
네 그거는 전번 으로 보내주시면 됩니다,질문
그래서 이걸 좀 높이고 싶은데 어떻게 해야 하죠,질문
제가 가지고 있는 적립금은 어떻게 되요,질문
네 더 필요한 내용이나 설명이 필요한 부분 있으실까요,질문
네 그럼 연락 가능하신 전화번호와 성함은 어떻게 되십니까,질문
거기에서 확인 하시길 바랍니다,질문
혹시 노인 쪽 관련과가 거기 밖에 없나요,질문
어떻게 보수가 빨리 안 될까요 다른 사람들도 불편해 하네요,질문
네 맞습니다 선생님 다른 문의 사항 있으신가요,질문
어떤 문의로 연락 주셨습니까,질문
자전거로 경주 여행을 하려고 하는데 좋은 코스가 있을까요,질문
발음이 잘 안들려서요 고객님 양백 대치 맞습니까,질문
그거 하나만 있는 게 아니고 일차적이라는 거죠,질문
상품이 가품으로 판명되면 어떻게 되나요,질문
네 고객님 5회 모의고사 말씀주시는 걸까요,질문
소속 산하 학교라는 말씀이시죠,질문
또한 발견한 날부터 칠 일 이내에 신고하셔야 합니다,질문
도움이 되었습니다 그런데 더 궁금한 거는요,질문
추가 문의 사항 언제든지 연락주세요,질문
저희는 방문해서 설치만 도와드리면 되는 건가요,질문
네 어떤 문의 이신가요,질문
필터 교체 소독 청소 후에 수질검사 의뢰 하셔야 됩니다,질문
보경사에 주차가 가능한가요,질문
이거 환불되는 건가요,질문
예약하게 전화 번호 좀 알려주세요,질문
사전에 상품권을 마이페이지로 등록하셨나요,질문
맞아요 학력 인정이 됩니까,질문
현금 영수증 필요하십니까 고객님,질문
네 고객님 어떤 문의이실까요,질문
네 자세한 문의 내용을 말씀해 주시겠습니까,질문
오늘 점심쯤에 가능할까요,질문
상품이요 이건 어떤 강의죠,질문
아 그럼 혹시 강사진 선택도 가능할까요,질문
그렇게 해주시면 감사하죠 이 번호로 문자 주세요,질문
이걸 못 지우는 거 아니에요 그럼,질문
네 어떤 문의이실까요,질문
공항도 거리 두기하고 있다는 말씀이시죠,질문
안녕하세요 선생님 어떤 일 때문에 그러십니까,질문
혹시 자녀 숫자에 따라 자녀 돌붐 휴가 기간이 다른가요,질문
다른 문의 사항은 없으신가요,질문
방문하실 때 신분증 지참 부탁드립니다,질문
네 어떤 문의이신가요,질문
네 어떤 내용이 궁금하신가요,질문
네 고객님 수강 신청 말씀이세요,질문
예 안녕하세요 제가 질문사항이 있어서 전화드렸습니다,질문
네 어떤게 궁금하신가요,질문
그건 어떻게 하는 거에요,질문
고객님 주문 하신 제품 이름이요 상품 맞으십니까,질문
네 하여튼 전화가 많아서 일단 돌려주세요,질문
네 현재 상품 노트북 사용하고 계신 거 맞으신가요,질문
그냥 다니기에도 불편해요 언제 공사 안 하나요,질문
네 예약하시려는 골프장이 어디신가요,질문
스마트러닝 교재가 없는데 상품 이용 가능한가 해서요,질문
네 어떤 내용이신가요,질문
장바구니에 물건을 담아놨는데요 언제까지 보관이 되나요,질문
일단 지금 자동이체를 지로 납부로 바꿀 수 있나요,질문
택배가 반송되었는데 재배송 됩니까,질문
뚜껑의 윗쪽을 몸쪽으로 수직 회전시켜주시고 뚜껑 내부의 물기를 용기 안쪽으로 제거하십시오,질문
봄에 도다리가 제철인가요,질문
오늘 방문은 안됩니까,질문
그러니까 그렇게는 안 된다는 거지요,질문
제가 직접 택배사에 따로 이렇게 반품을 접수를 해야 되는 건가요,질문
그게 얼마나 하는데요,질문
장소 어디 어디 알려주는 거세요,질문
그러면 제가 신규등록을 할 때는 구비서류가 있는 거죠,질문
네 안녕하세요 혹시 학습 진도율은 어떻게 확인할까요,질문
대형견 소형견 같이 놀 수 있나요,질문
네 고객님 다른 문의사항은 없으신가요,질문
축제는 어디서 열리죠,질문
저희가 탑승 시간이 있다 보니 16시 20분까지는 오셔야 해요,질문
저희 쪽에서 확인 후에 안내를 해드리겠습니다 메모 가능하십니까,질문
복계산 등산코스 안내 부탁드립니다,질문
방문 하신 매장에 판매 직원에 대해서 몇 가지 여쭙고자 하는데요,질문
네 고객님 어떤 일 때문이시죠,질문
그럼 15시부터 17시까지 2시간 브레이크 타임이라는 거네요,질문
텔레비젼은 벽에도 걸고 스탠드로도 세워놓을 수 있는 제품 맞으신 거죠,질문
제가 한국어로 수업을 듣고 있는데 혹시 수업 언어 변경이 가능한가요,질문
그래요 어디서 진행되나요,질문
네 무슨 문의신가요 고객님,질문
네 맞습니다 신청 서류를 안내해주세요,질문
혹시 저희 직원 분이십니까,질문
선감 어촌체험마을 이라는 곳도 있나요,질문
네 어떤 문의시죠,질문
도보도 괜찮으시다면 경로를 추천해 드려도 될까요,질문
핸디형 청소기의 흡입력이 약해요 왜 이런 거예요,질문
예 성함이 어떻게 되십니까,질문
네 제가 준비할 건 없나요,질문
북성로 쪽에 가볼 수 있는 코스는 어떤 것이 있을까요,질문
아뇨 아직 안냈어요 서류 좀 알려 주실래요,질문
네 맞아요 그러려면 어떻게 해야할까요,질문
네 자세하게 알려주세요,질문
네 그 다음은 어떻게 하면 될까요,질문
언제로 변경 원하실까요,질문
그냥 보기만 하는 체험만 있나요,질문
네 고객님 더 궁금하신 점은 있으실까요,질문
여기 휴무일은 언제인가요,질문
미성년자일 경우는 어떻게 하나요,질문
그럼 1주일 예약해도 1일 씩 비용이 그대로 적용되나요,질문
그걸 눌러서 설치를 한 번 해 주세요,질문
고객님 디스크 공간이 부족합니다라는 메시지 말씀이시죠,질문
고객님 버튼이 안 눌러지셔서요,질문
내일 열두 시 이후로 해주시면 좋겠는데,질문
아 그래요 자세히 확인할 수는 없나요,질문
지원서 어떤 부분이 수정하고 싶으신가요,질문
네 안녕하세요 어떤 일로 전화 주셨나요,질문
상품발송 완료가 된건가요,질문
제가 베트남 입국을 좀 하고 싶은데요,질문
아 여기서 로그인하고 사용하면 되는 거죠,질문
거기 수강 일정 같은 거 변경되면은 선생님한테 여쭈어봐야 하나요,질문
아뇨 카드랑 현금 나뉘어서 계산했을 경우도 해야 하나요,질문
고객님 어떤 에러 메시지가 뜨나요,질문
예 연락준다는 거죠,질문
더 궁금하신 사항 있으신가요,질문
네 그럼 야외수영장도 함께 이용가능한가요,질문
네 청평으로 알려주세요,질문
네 안녕하세요 편하게 말씀하세요,질문
전번번입니다 고객님 확인하셨나요,질문
에이에스 진행 방식은 어떻게 되나요,질문
폰 적용이 안되실때 먼저 진단 부탁드립니다,질문
그렇군요 신청은 어떻게 할 수 있나요,질문
택배 받으실 분의 성함과 전화번호 말씀해 주시겠어요,질문
정말요 무조건 있어야 하는 건가요,질문
네 안녕하세요 거기 객실 타입이 좀 궁금해서요,질문
준설은 왜 하는건가요,질문
크리스마스때문에 트리 조명 달고 그런건가요,질문
고객님 정확한 상품명을 알고 계신가요,질문
네 이용하시면서 불편한 부분 있으시면 언제든 연락주세요,질문
